"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","67"
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,109"
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","28"
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,728"
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","189"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","220"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","249"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","98"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,847"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","40"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,756"
"HIV prevalence","2022","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","232"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,131"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Asian","Both sexes","All transmission categories","25","111.9","22,336"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","69","786.3","8,776"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","432","212.5","203,268"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,664"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","White","Both sexes","All transmission categories","219","197.2","111,029"
"HIV prevalence","2022","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","14","182.1","7,688"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","441"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Asian","Both sexes","All transmission categories","7","66.0","10,609"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","24","1000.0","2,400"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","99","253.3","39,086"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","315"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","White","Both sexes","All transmission categories","143","232.4","61,531"
"HIV prevalence","2022","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","11","429.4","2,562"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","732"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,419"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","483"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","18","211.3","8,519"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","166"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","White","Both sexes","All transmission categories","103","133.9","76,949"
"HIV prevalence","2022","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,156"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","7","128.1","5,466"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Asian","Both sexes","All transmission categories","584","94.3","619,284"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","372","770.4","48,287"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","3,762","430.0","874,816"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","11","147.5","7,457"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","White","Both sexes","All transmission categories","2,326","216.3","1,075,189"
"HIV prevalence","2022","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","263","396.2","66,384"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,994"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Asian","Both sexes","All transmission categories","11","34.0","32,349"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","23","333.2","6,902"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","93","181.7","51,184"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","839"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","White","Both sexes","All transmission categories","263","104.9","250,809"
"HIV prevalence","2022","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","11","94.0","11,700"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","347"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","158"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","156"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,591"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","29"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,315"
"HIV prevalence","2022","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","486"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","23","239.4","9,606"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Asian","Both sexes","All transmission categories","193","126.5","152,547"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","895","671.2","133,334"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","3,046","295.4","1,031,226"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","9","143.4","6,274"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","White","Both sexes","All transmission categories","5,978","867.5","689,106"
"HIV prevalence","2022","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","426","1012.5","42,073"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","17","253.8","6,698"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","Asian","Both sexes","All transmission categories","202","86.1","234,585"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","1,130","870.8","129,767"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,166","380.4","306,496"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","17","104.7","16,241"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","White","Both sexes","All transmission categories","1,942","335.0","579,677"
"HIV prevalence","2022","CA","Sacramento County","Sacramento County, CA","06067","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","204","353.9","57,636"
